dataset,batch_size,scenario,mode,epoch,loss,acc
cifar100,512,1.Bottleneck,pfn,27,3.4506,0.1943
cifar100,512,1.Bottleneck,pfn,28,3.4309,0.1938
cifar100,512,1.Bottleneck,pfn,29,3.4201,0.196
cifar100,512,1.Bottleneck,pfn,30,3.4083,0.1939
cifar100,512,1.Bottleneck,pfn,31,3.395,0.1999
cifar100,512,1.Bottleneck,pfn,32,3.3789,0.2043
cifar100,512,1.Bottleneck,pfn,33,3.3665,0.2094
cifar100,512,1.Bottleneck,pfn,34,3.358,0.2069
cifar100,512,1.Bottleneck,pfn,35,3.34,0.2098
cifar100,512,1.Bottleneck,pfn,36,3.3333,0.2163
cifar100,512,1.Bottleneck,pfn,37,3.3173,0.213
cifar100,512,1.Bottleneck,pfn,38,3.3074,0.2164
cifar100,512,1.Bottleneck,pfn,39,3.2995,0.2179
cifar100,512,1.Bottleneck,pfn,40,3.29,0.2224
cifar100,512,1.Bottleneck,pfn,41,3.2797,0.223
cifar100,512,1.Bottleneck,pfn,42,3.2697,0.2281
cifar100,512,1.Bottleneck,pfn,43,3.2556,0.2243
cifar100,512,1.Bottleneck,pfn,44,3.2511,0.2263
cifar100,512,1.Bottleneck,pfn,45,3.2416,0.2352
cifar100,512,1.Bottleneck,pfn,46,3.2284,0.2335
cifar100,512,1.Bottleneck,pfn,47,3.222,0.2387
cifar100,512,1.Bottleneck,pfn,48,3.2118,0.2355
cifar100,512,1.Bottleneck,pfn,49,3.2067,0.2335
cifar100,512,1.Bottleneck,pfn,50,3.1964,0.2354
cifar100,512,1.Bottleneck,pfn,51,3.1882,0.2407
cifar100,512,1.Bottleneck,pfn,52,3.183,0.2458
cifar100,512,1.Bottleneck,pfn,53,3.1709,0.2402
cifar100,512,1.Bottleneck,pfn,54,3.1632,0.2482
cifar100,512,1.Bottleneck,pfn,55,3.1523,0.2469
cifar100,512,1.Bottleneck,pfn,56,3.1506,0.2463
cifar100,512,1.Bottleneck,pfn,57,3.1423,0.2516
cifar100,512,1.Bottleneck,pfn,58,3.1414,0.2508
cifar100,512,1.Bottleneck,pfn,59,3.1293,0.2513
cifar100,512,1.Bottleneck,pfn,60,3.1214,0.2505
cifar100,512,1.Bottleneck,pfn,61,3.1172,0.2591
cifar100,512,1.Bottleneck,pfn,62,3.1124,0.2549
cifar100,512,1.Bottleneck,pfn,63,3.1037,0.2568
cifar100,512,1.Bottleneck,pfn,64,3.0918,0.2588
cifar100,512,1.Bottleneck,pfn,65,3.092,0.2619
cifar100,512,1.Bottleneck,pfn,66,3.0863,0.2629
cifar100,512,1.Bottleneck,pfn,67,3.0806,0.2637
cifar100,512,1.Bottleneck,pfn,68,3.0684,0.2647
cifar100,512,1.Bottleneck,pfn,69,3.0693,0.2624
cifar100,512,1.Bottleneck,pfn,70,3.0635,0.26
cifar100,512,1.Bottleneck,pfn,71,3.0576,0.2641
cifar100,512,1.Bottleneck,pfn,72,3.0504,0.2612
cifar100,512,1.Bottleneck,pfn,73,3.045,0.2696
cifar100,512,1.Bottleneck,pfn,74,3.0428,0.2671
cifar100,512,1.Bottleneck,pfn,75,3.0362,0.2683
cifar100,512,1.Bottleneck,pfn,76,3.0291,0.2694
cifar100,512,1.Bottleneck,pfn,77,3.0256,0.2737
cifar100,512,1.Bottleneck,pfn,78,3.0211,0.2734
cifar100,512,1.Bottleneck,pfn,79,3.0161,0.2728
cifar100,512,1.Bottleneck,pfn,80,3.0106,0.2747
cifar100,512,1.Bottleneck,pfn,81,3.0069,0.2733
cifar100,512,1.Bottleneck,pfn,82,3.0028,0.2711
cifar100,512,1.Bottleneck,pfn,83,2.9968,0.2798
cifar100,512,1.Bottleneck,pfn,84,2.992,0.2796
cifar100,512,1.Bottleneck,pfn,85,2.9924,0.2738
cifar100,512,1.Bottleneck,pfn,86,2.9853,0.2778
cifar100,512,1.Bottleneck,pfn,87,2.9822,0.2771
cifar100,512,1.Bottleneck,pfn,88,2.9708,0.2858
cifar100,512,1.Bottleneck,pfn,89,2.9681,0.2822
cifar100,512,1.Bottleneck,pfn,90,2.9704,0.2841
cifar100,512,1.Bottleneck,pfn,91,2.965,0.2825
cifar100,512,1.Bottleneck,pfn,92,2.9662,0.282
cifar100,512,1.Bottleneck,pfn,93,2.9549,0.2835
cifar100,512,1.Bottleneck,pfn,94,2.9504,0.2815
cifar100,512,1.Bottleneck,pfn,95,2.9469,0.2846
cifar100,512,1.Bottleneck,pfn,96,2.9425,0.2867
cifar100,512,1.Bottleneck,pfn,97,2.9365,0.2867
cifar100,512,1.Bottleneck,pfn,98,2.9363,0.2858
cifar100,512,1.Bottleneck,pfn,99,2.9369,0.289
cifar100,512,1.Bottleneck,pfn,100,2.929,0.2854
cifar100,512,1.Bottleneck,pfn,101,2.9222,0.2896
cifar100,512,1.Bottleneck,pfn,102,2.921,0.2917
cifar100,512,1.Bottleneck,pfn,103,2.9237,0.2873
cifar100,512,1.Bottleneck,pfn,104,2.9125,0.2911
cifar100,512,1.Bottleneck,pfn,105,2.9086,0.2959
cifar100,512,1.Bottleneck,pfn,106,2.9045,0.2913
cifar100,512,1.Bottleneck,pfn,107,2.9027,0.2921
cifar100,512,1.Bottleneck,pfn,108,2.8977,0.2951
cifar100,512,1.Bottleneck,pfn,109,2.898,0.291
cifar100,512,1.Bottleneck,pfn,110,2.8967,0.2945
cifar100,512,1.Bottleneck,pfn,111,2.8873,0.2942
cifar100,512,1.Bottleneck,pfn,112,2.8867,0.296
cifar100,512,1.Bottleneck,pfn,113,2.8882,0.2941
cifar100,512,1.Bottleneck,pfn,114,2.8801,0.2945
cifar100,512,1.Bottleneck,pfn,115,2.8768,0.2942
cifar100,512,1.Bottleneck,pfn,116,2.8764,0.3
cifar100,512,1.Bottleneck,pfn,117,2.8707,0.3034
cifar100,512,1.Bottleneck,pfn,118,2.8652,0.3
cifar100,512,1.Bottleneck,pfn,119,2.8623,0.2987
cifar100,512,1.Bottleneck,pfn,120,2.8595,0.3002
cifar100,512,1.Bottleneck,pfn,121,2.8615,0.3
cifar100,512,1.Bottleneck,pfn,122,2.8558,0.3012
cifar100,512,1.Bottleneck,pfn,123,2.8572,0.2988
cifar100,512,1.Bottleneck,pfn,124,2.8468,0.3007
cifar100,512,1.Bottleneck,pfn,125,2.8518,0.2995
cifar100,512,1.Bottleneck,pfn,126,2.84,0.2998
cifar100,512,1.Bottleneck,pfn,127,2.8384,0.3027
cifar100,512,1.Bottleneck,pfn,128,2.8393,0.3003
cifar100,512,1.Bottleneck,pfn,129,2.8384,0.3041
cifar100,512,1.Bottleneck,pfn,130,2.8319,0.3068
cifar100,512,1.Bottleneck,pfn,131,2.8299,0.3072
cifar100,512,1.Bottleneck,pfn,132,2.8258,0.3064
cifar100,512,1.Bottleneck,pfn,133,2.8256,0.3011
cifar100,512,1.Bottleneck,pfn,134,2.8183,0.3039
cifar100,512,1.Bottleneck,pfn,135,2.8137,0.3039
cifar100,512,1.Bottleneck,pfn,136,2.8164,0.3039
cifar100,512,1.Bottleneck,pfn,137,2.8143,0.3069
cifar100,512,1.Bottleneck,pfn,138,2.81,0.3089
cifar100,512,1.Bottleneck,pfn,139,2.8052,0.3125
cifar100,512,1.Bottleneck,pfn,140,2.7998,0.3093
cifar100,512,1.Bottleneck,pfn,141,2.8001,0.3113
cifar100,512,1.Bottleneck,pfn,142,2.8014,0.31
cifar100,512,1.Bottleneck,pfn,143,2.792,0.3107
cifar100,512,1.Bottleneck,pfn,144,2.7878,0.3097
cifar100,512,1.Bottleneck,pfn,145,2.7898,0.3123
cifar100,512,1.Bottleneck,pfn,146,2.7812,0.3123
cifar100,512,1.Bottleneck,pfn,147,2.7788,0.312
cifar100,512,1.Bottleneck,pfn,148,2.7877,0.3143
cifar100,512,1.Bottleneck,pfn,149,2.7788,0.3145
cifar100,512,1.Bottleneck,pfn,150,2.7783,0.3155
cifar100,512,2.Deep,baseline,1,4.6012,0.0164
